1.450893340230587025e+00,8.640000000003279638e+03,1.312713022113388028e+00,5.760000000002187335e+03
1.491677741686895153e+00,3.968152826611242745e+03,1.349613194859571763e+00,2.645435217740829103e+03
1.533608586755581538e+00,2.406248197104609062e+03,1.387550626112192820e+00,1.604165464736406193e+03
1.576718101800388849e+00,1.672188194535321145e+03,1.426554473057494610e+00,1.114792129690214097e+03
1.621039419063472486e+00,1.215713841448262656e+03,1.466654712485998768e+00,8.104758942988418084e+02
1.666606602129512504e+00,8.876514826991674454e+02,1.507882163831463673e+00,5.917676551327783727e+02
1.713454672105615195e+00,6.432037884261516183e+02,1.550268512857461367e+00,4.288025256174344690e+02
1.761619634537130663e+00,4.631191430400061790e+02,1.593846336009784759e+00,3.087460953600041194e+02
1.811138507080069626e+00,3.332412043398151127e+02,1.638649125453396138e+00,2.221608028932100751e+02
1.862049347951386213e+00,2.411027357780661760e+02,1.684711314813158722e+00,1.607351571853774885e+02
1.914391285178995705e+00,1.762637292829646185e+02,1.732068305638138739e+00,1.175091528553097646e+02
1.968204546674006128e+00,1.306467253108714885e+02,1.780756494609815110e+00,8.709781687391432570e+01
2.023530491148275434e+00,9.836450389729827748e+01,1.830813301515106017e+00,6.557633593153218499e+01
2.080411639901053711e+00,7.528580959378697912e+01,1.882277198005715135e+00,5.019053972919132178e+01
2.138891709499151528e+00,5.857210806364172839e+01,1.935187737165898758e+00,3.904807204242782603e+01
2.199015645375732575e+00,4.629092447760640283e+01,1.989585583911376965e+00,3.086061631840427211e+01
2.260829656373572583e+00,3.712801134668522707e+01,2.045512546242756358e+00,2.475200756445681805e+01
2.324381250259318410e+00,3.018563025564894176e+01,2.103011607377478054e+00,2.012375350376596472e+01
2.389719270236049020e+00,2.484565770478301872e+01,2.162126958784996944e+00,1.656377180318868270e+01
2.456893932482202558e+00,2.067813674176082372e+01,2.222904034150563923e+00,1.378542449450721818e+01
2.525956864745711794e+00,1.738053204794408302e+01,2.285389544293738862e+00,1.158702136529605653e+01
2.596961146023020639e+00,1.473734878187549135e+01,2.349631513068446864e+00,9.824899187916996013e+00
2.669961347353467129e+00,1.259315671009210824e+01,2.415679314272184630e+00,8.395437806728073937e+00
2.745013573760395342e+00,1.083443326511819826e+01,2.483583709592738220e+00,7.222955510078799435e+00
2.822175507371219361e+00,9.377229998412442313e+00,2.553396887621579125e+00,6.251486665608295468e+00
2.901506451749594984e+00,8.158709620596681589e+00,2.625172503963919102e+00,5.439139747064454689e+00
2.983067377473753723e+00,7.131277153717873851e+00,2.698965722476253326e+00,4.754184769145250122e+00
3.066920968996043051e+00,6.258466091185714397e+00,2.774833257663086528e+00,4.172310727457143820e+00
3.153131672819679210e+00,5.512023793264857474e+00,2.852833418265423582e+00,3.674682528843238316e+00
3.241765747029738076e+00,4.869824775815268403e+00,2.933026152074524884e+00,3.246549850543512417e+00
3.332891312216464286e+00,4.314361421845601896e+00,3.015473092005372280e+00,2.876240947897068523e+00
3.426578403830018438e+00,3.831641507583661177e+00,3.100237603465254566e+00,2.554427671722441229e+00
3.522899026006910184e+00,3.410375173830449302e+00,3.187384833053870992e+00,2.273583449220299979e+00
3.621927206909490327e+00,3.041369799220673631e+00,3.276981758632395714e+00,2.027579866147115606e+00
3.723739055621019034e+00,2.717075572815161877e+00,3.369097240799969306e+00,1.811383715210108214e+00
3.828412820640055614e+00,2.431241261259478037e+00,3.463802075817192794e+00,1.620827507506318987e+00
3.936028950019109907e+00,2.178651230159529550e+00,3.561169050017289450e+00,1.452434153439686515e+00
