1.391308606684637406e+00,8.639999999999983629e+03,1.258803025095624362e+00,5.759999999999989086e+03
1.431374628513391922e+00,6.307132808761375600e+03,1.295053235321640184e+00,4.204755205840917370e+03
1.472594446198413953e+00,4.724149866898778782e+03,1.332347356084279122e+00,3.149433244599186310e+03
1.515001286020156934e+00,3.609586777727488425e+03,1.370715449256332485e+00,2.406391185151659101e+03
1.558629331088402070e+00,2.800895141292744938e+03,1.410188442413316201e+00,1.867263427528496777e+03
1.603513748896420177e+00,2.199835595081218344e+03,1.450798153763427800e+00,1.466557063387479047e+03
1.649690719668623906e+00,1.744522189197033413e+03,1.492577317795421354e+00,1.163014792798022199e+03
1.697197465524554749e+00,1.394453005426851405e+03,1.535559611665073154e+00,9.296353369512343079e+02
1.746072280482719341e+00,1.122176041842441919e+03,1.579779682341507785e+00,7.481173612282947261e+02
1.796354561328453059e+00,9.084871231530813702e+02,1.625273174535267096e+00,6.056580821020542089e+02
1.848084839370700783e+00,7.395748333160141783e+02,1.672076759430633830e+00,4.930498888773428234e+02
1.901304813113305681e+00,6.052712322233802524e+02,1.720228164245371616e+00,4.035141548155868918e+02
1.956057381867148282e+00,4.979472044690586472e+02,1.769766202641705588e+00,3.319648029793725073e+02
2.012386680330224387e+00,4.117928525138401028e+02,1.820730806013059810e+00,2.745285683425601064e+02
2.070338114163538190e+00,3.423336013086286584e+02,1.873163055671772437e+00,2.282224008724191435e+02
2.129958396591490111e+00,2.860944848387540560e+02,1.927105215963728968e+00,1.907296565591693707e+02
2.191295586056254852e+00,2.403603742224285611e+02,1.982600768336611363e+00,1.602402494816190597e+02
2.254399124956509848e+00,2.030003392640057882e+02,2.039694446389222815e+00,1.353335595093371921e+02
2.319319879501734682e+00,1.723363053517924186e+02,2.098432271930140480e+00,1.148908702345282791e+02
2.386110180714212436e+00,1.470432680709526494e+02,2.158861592074763802e+00,9.802884538063510433e+01
2.454823866611778982e+00,1.260726086925758125e+02,2.221031117410657174e+00,8.404840579505054166e+01
2.525516325605320578e+00,1.085926932246770491e+02,2.284990961261956333e+00,7.239512881645137554e+01
2.598244541146011333e+00,9.394261472988604567e+01,2.350792680084486275e+00,6.262840981992403755e+01
2.673067137658270198e+00,8.159604368582026268e+01,2.418489315024149100e+00,5.439736245721351793e+01
2.750044427795466984e+00,7.113290885965038512e+01,2.488135434672088753e+00,4.742193923976692815e+01
2.829238461056466480e+00,6.221717102724445425e+01,2.559787179051088213e+00,4.147811401816297661e+01
2.910713073802202011e+00,5.457934942335909767e+01,2.633502304868658328e+00,3.638623294890606275e+01
2.994533940712596820e+00,4.800276107865395403e+01,2.709340232073301546e+00,3.200184071910263839e+01
3.080768627725304576e+00,4.231266395511335077e+01,2.787362091751465876e+00,2.820844263674223384e+01
3.169486646498951732e+00,3.736767396875322333e+01,2.867630775403812837e+00,2.491178264583548341e+01
3.260759510444769305e+00,3.305296578731294233e+01,2.950210985640505434e+00,2.203531052487529962e+01
3.354660792371800149e+00,2.927487643366026049e+01,3.035169288336390103e+00,1.951658428910684506e+01
3.451266183792124131e+00,2.595661573373531894e+01,3.122574166288112352e+00,1.730441048915687929e+01
3.550653555933924732e+00,2.303485355973612414e+01,3.212496074416407499e+00,1.535656903982408394e+01
3.652903022511571951e+00,2.045700463412649484e+01,3.305007496558088231e+00,1.363800308941766382e+01
3.758097004303309507e+00,1.817907060433017463e+01,3.400183003893470168e+00,1.211938040288678309e+01
3.866320295588621558e+00,1.616392880295018841e+01,3.498099315056371506e+00,1.077595253530012798e+01
3.977660132498809897e+00,1.437997972111353739e+01,3.598835357975113336e+00,9.586653147409025522e+00
4.092206263335897098e+00,1.280008248699593310e+01,3.702472333494382539e+00,8.533388324663956581e+00
4.210051020916517395e+00,1.140072094795108271e+01,3.809093780829230003e+00,7.600480631967389655e+00
4.331289396999131291e+00,1.016135338407516642e+01,3.918785644903975740e+00,6.774235589383444278e+00
